name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,03/31/2009,03/31/2008
MarketCap,"1,205,059,044","1,283,722,632","315,997,537","677,352,441","1,008,292,395","839,512,439","198,752,422","1,400,149,748","970,298,975","1,005,976,983","1,242,814,214","912,242,866","339,352,968","83,910,291","86,848,078","15,214,851","77,415,516"
EnterpriseValue,"1,171,158,044","1,251,524,632","291,255,537","634,760,441","946,324,395","839,512,439","162,230,422","1,363,627,748","951,960,975","958,403,983","1,240,072,171","909,500,823","336,610,925","85,620,257","85,910,588","15,242,167","77,442,832"
PeRatio,"19.07",,,,,,"5.774","40.677","49.222","55.118","1,153",,,,,,
ForwardPeRatio,"25.641","23.697",,,,,,"45.249","30.581","23.042","46.083","91.743","42.735",,,,
PegRatio,,,,,,,,,,,"3.077","6.133","2.844",,,,
PsRatio,"3.723","3.266","1.196","2.551","3.826",,"0.682","4.808","4.379","6.129","13.017","15.241","11.589","14.69","101.203",,
PbRatio,"8.444","965.205",,,"78.263",,"1.371","9.828","7.896","10.008","15.295","25.669","16.961","7.08","14.236","7.056","5.44"
EnterprisesValueRevenueRatio,"3.643","3.893","1.087","2.623","3.812","2.805","0.452","4.246","4.294","5.117","10.489","15.368","12.443","11.033","108.903",,
EnterprisesValueEBITDARatio,"28.905","30.889","-27.258","-335.674","-20.244","-63.159","54.221","26.23","149.821","35.371","134.425","-959.389","-95.873","-10.731","-9.12","-1.4","-7.613"
