name,ttm
MarketCap,"4,755,218,015"
EnterpriseValue,"8,207,699,015"
PeRatio,"15.013"
ForwardPeRatio,"6.231"
PsRatio,"0.1"
PbRatio,"1.316"
EnterprisesValueRevenueRatio,"0.172"
EnterprisesValueEBITDARatio,"7.093"
