name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"5,345,649,689","7,275,282,295","5,064,687,767","10,414,476,970"
EnterpriseValue,"10,324,649,689","10,810,282,295","8,711,687,767","12,927,476,970"
PeRatio,"50.27","36.189","24.119","83.564"
ForwardPeRatio,"13.089","21.008","17.794","34.364"
PegRatio,"1.091","1.751","1.484","2.867"
PsRatio,"0.485","0.756","0.567","1.403"
PbRatio,"1.721","2.615","1.973","4.536"
EnterprisesValueRevenueRatio,"0.934","1.12","0.991","1.737"
EnterprisesValueEBITDARatio,"17.323","16.305","14.119","26.655"
