name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,021,607,245","729,558,805","434,815,000","633,040,000","1,304,938,000"
EnterpriseValue,"1,178,635,245","890,856,805","594,861,000","790,338,000","1,498,341,000"
PeRatio,,,,,"37.069"
ForwardPeRatio,,,"26.178","34.364","476.191"
PsRatio,"2.361","1.258","1.305","0.903","2.434"
PbRatio,,,"363.862",,
EnterprisesValueRevenueRatio,"3.037","2.295","1.296","1.225","2.562"
EnterprisesValueEBITDARatio,"-34.23","-25.872","12.974","475.821","72.303"
