name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"2,595,132,733","2,721,084,104","1,846,243,936","13,090,366,160","15,799,564,400"
EnterpriseValue,"2,633,906,733","2,637,658,104","1,815,908,936","12,880,199,160","15,457,913,400"
PeRatio,"871.847","223.333",,,"789.989"
ForwardPeRatio,"19.685","23.866","17.921","61.728","114.943"
PsRatio,"3.593","3.771","2.421","19.71","30.766"
PbRatio,"3.406","3.088","2.347","15.466","20.888"
EnterprisesValueRevenueRatio,"3.511","3.516","2.369","17.279","28.07"
EnterprisesValueEBITDARatio,"24.203","24.238","27.856","268.315","-60.122"
