name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"68,676,389,852","93,005,236,153","110,933,719,568","86,434,329,691","55,119,432,899","65,766,577,371","70,196,162,558","70,319,618,403","58,756,153,259","44,870,999,190","56,268,976,538","77,073,462,253","79,385,485,626","81,519,117,576","75,175,094,720","79,556,307,465","53,122,860,735","97,250,511,682","56,449,664,685","49,717,064,828","34,398,187,657","24,477,423,979","17,914,007,787","14,178,035,680"
EnterpriseValue,"69,358,389,852","84,842,236,153","98,618,719,568","92,137,329,691","74,182,432,899","80,501,577,371","82,650,162,558","83,657,618,403","74,768,153,259","56,977,793,863","67,408,030,090","86,528,389,052","86,836,463,208","85,650,113,049","85,994,635,790","91,117,753,206","61,265,860,735","102,342,511,682","55,546,664,685","52,774,064,828","37,636,187,657","27,583,423,979","21,538,007,787","18,111,035,680"
PeRatio,"7.636","5.701","4.743","30.976",,"12.14","10.429",,,,"7.836","11.377","6.472","7.567","11.704","25.105","8.59","12.009","29.766","24.912","41.817","49.199","36.821","35.348"
ForwardPeRatio,"7.893","7.358","6.131","9.234","15.198","11.038","9.337","15.601","140.845","15.924","9.452","9.337","4.072","8.285","9.141",,,,,,,,,
PegRatio,"3.573",,"3.066",,"0.549",,"1.394",,,"1.164","2.417",,"0.424","2.799","3.088",,,,,,,,,
PsRatio,"0.686","0.869","0.78","1.252","1.109","0.953","0.956","1.235","1.427","0.85","0.59","0.701","0.632","0.756","0.84","0.987","0.563","1.013","4.389","4.047","3.39","3.263","2.55","2.644"
PbRatio,"1.536","1.912","2.618","2.299","1.564","1.606","1.681","1.863","1.478","1.056","0.99","1.362","1.397","1.863","2.03","2.317","1.727","2.98","3.17","3.396","2.441","2.319","2.182","2.461"
EnterprisesValueRevenueRatio,"0.662","0.759","0.67","1.345","1.521","1.154","1.118","1.479","1.831","1.089","0.71","0.788","0.687","0.794","0.957","1.135","0.65","1.063","0.856","0.859","0.742","0.735","0.614","0.704"
EnterprisesValueEBITDARatio,"1.608","1.592","1.12","3.255","4.909","2.933","3.185","4.758","5.858","3.666","1.885","2.3","1.798","2.037","2.672","2.911","1.763","3.148","2.619","3.054","2.751","2.814","2.495","2.36"
