name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
MarketCap,"3,703,376,635,000","3,522,211,138,000","2,676,736,860,720","2,203,381,335,000","2,324,390,219,000","1,966,078,923,030","995,151,566,920","1,090,307,495,240","796,064,939,360","603,253,566,300","615,336,455,900","591,015,720,750","428,699,797,749","625,348,229,629","354,351,905,639","259,906,501,687","166,778,949,424","100,688,632,743","133,876,327,332","65,838,112,484","44,765,388,104","15,168,440,158","7,598,574,820","5,204,905,340","5,442,794,962","8,643,679,891","9,718,289,562","5,154,638,703","2,774,893,937","2,762,339,435","4,579,090,343","4,027,115,571","2,714,959,354","5,346,387,386","5,860,106,999","3,345,410,999","5,619,014,999","5,309,715,999","7,123,971,999","2,098,037,999","974,162,239"
EnterpriseValue,"3,744,834,635,000","3,561,714,138,000","2,723,534,860,720","2,274,841,335,000","2,384,485,219,000","1,995,239,923,030","1,008,955,566,920","1,133,937,495,240","827,644,939,360","626,432,566,300","635,051,455,900","584,250,720,750","403,051,797,749","597,694,229,629","328,399,905,639","234,286,501,687","143,314,949,424","76,198,632,743","120,109,327,332","56,662,112,484","40,276,388,104","10,679,440,158","3,336,574,820","1,183,905,340","1,541,794,962","5,267,679,891","6,942,289,562","3,958,638,703","2,441,893,937","2,152,339,435","3,612,090,343","3,365,931,571","2,861,759,354","5,032,287,386","5,404,606,999","2,705,310,999","5,201,214,999","4,891,915,999","6,558,871,999","1,521,837,999","832,162,239"
PeRatio,"40.296","35.464","28.727","22.843","27.637","35.121","19.013","20.41","17.454","13.161","12.722","16.201","11.886","15.686","13.776","18.729","29.467","21.205","43.353","35.669","34.406","54.378","110.745","80.713","91.771","12.716","16.742","18.156",,,"9.479","12.907","31.589","10.398","19.186","6.872","14.263","14.042","34.037","13.959","15.751"
ForwardPeRatio,"32.895","30.675","25.773","21.834","25.381","30.121","17.271","16.695","14.245","12.658","11.038","13.793","10.811","13.004","11.574",,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.24","2.236","2.18","2.473","1.938","2.859","2.036","1.285","2.087","2.428","0.794","1.391","1.174","0.72","0.628",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"9.654","9.375","7.101","5.868","6.937","7.5","4.09","4.496","3.657","2.86","2.884","3.518","2.649","4.228","3.299","4.023","4.601","3.157","6.004","3.708","3.297","1.813","1.213","0.914","0.934","1.239","1.716","1.078","0.392","0.281","0.43","0.436","0.343","0.778","0.942","0.621","1.089","1.381","2.782","1.13","0.502"
PbRatio,"65.029","52.8","44.17","37.919","36.16","27.2","10.317","9.338","5.966","4.767","4.896","4.887","3.475","5.607","4.625","5.438","5.992","4.788","9.988","7.057","5.996","2.988","1.799","1.271","1.411","2.147","3.29","3.455","2.643","1.342","1.619","1.69","1.34","2.444","3.317","2.22","5.6","5.292","8.516","3.023","1.77"
EnterprisesValueRevenueRatio,"9.577","9.237","7.094","5.87","6.869","7.286","3.895","4.442","3.703","2.844","2.831","3.28","2.379","4.016","3.034","3.592","3.923","2.346","5.309","3.121","2.891","1.29","0.538","0.206","0.267","0.707","1.132","0.666","0.345","0.219","0.342","0.366","0.359","0.71","0.857","0.484","1.026","1.202","2.465","0.8","0.434"
EnterprisesValueEBITDARatio,"27.809","26.354","21.465","17.273","20.832","24.068","12.336","13.488","11.081","8.182","7.974","9.695","7.147","10.703","9.224","12.069","17.141","11.292","26.043","22.857","22.021","19.924","15.665","5.481","7.989","4.82","8.592","7.886","-2.853","-1.923","3.763","4.755","10.35","4.92","8.293","2.958","3.215","7.009","14.839","4.688","4.401"
