name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"4,237,696,629","3,155,260,756","2,411,561,183","5,365,875,141","6,653,266,881","6,673,907,114","5,826,344,994","4,566,364,256"
EnterpriseValue,"5,885,547,909","5,253,572,657","3,977,479,361","7,674,370,334","9,089,985,561","7,132,628,783","6,685,900,345","5,592,857,650"
PeRatio,"6.427","14.298","6.289",,"15.86","12.631","10.805","11.826"
PsRatio,"0.93","0.668","0.839","1.474","1.84","1.685","1.411","1.249"
PbRatio,"0.916","0.862","0.671","1.248","1.379","1.391","1.153","1.069"
EnterprisesValueRevenueRatio,"0.001","0.001","0.001","0.003","0.003","0.003","0.003","0.002"
EnterprisesValueEBITDARatio,"0.004","0.003","0.011","0.048","0.013","0.008","0.008","0.006"
