name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"567,205,224","370,722,954","310,034,747","683,269,437"
EnterpriseValue,"499,734,224","197,948,954","52,381,747","741,808,385"
PsRatio,"1.902","2.128","8.885","35.421"
PbRatio,"34.024",,,
EnterprisesValueRevenueRatio,"2.088","1.432","1.523","38.458"
EnterprisesValueEBITDARatio,"-1.729","-2.372","-0.745","-23.229"
