name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
MarketCap,"849,879,129","945,757,950","1,155,459,669","1,352,962,814","1,022,474,929","1,256,195,764","1,070,760,780","1,177,736,958","1,074,415,838","610,015,758","696,976,408","489,839,367","359,427,837","356,646,829","329,460,493","293,918,857","328,311,683","268,850,060","317,943,434","234,066,442","251,494,970","193,617,821","123,791,712","98,047,130","64,674,705","67,397,519"
PeRatio,"9.961","10.071","11.006","12.017","14.847","16.959","16.451","17.591","20.17","22.701","14.746","14.279","10.53","9.498","8.394","6.628","10.88","16.5","22.924","16.493","16.446","14.602","11.052","9.228","7.286","9.25"
ForwardPeRatio,,,,,,,,,,,,"11.877","8.503","11.455","10.081",,,,,,,,,,,
PegRatio,,,,,,,,,,,,"5.941","4.251","5.73","1.68",,,,,,,,,,,
PsRatio,"3.444","3.755","4.743","5.822","4.516","6.025","5.296","5.702","5.617","3.677","4.09","3.836","2.851","2.721","2.414","1.934","2.874","3.916","5.085","3.937","4.319","3.571","2.808","2.468","1.892","2.156"
PbRatio,"1.099","1.298","1.604","1.541","1.218","1.55","1.423","2.12","2.275","1.364","2.394","2.047","1.394","1.384","1.537","1.457","2.044","2.032","2.726","2.22","2.402","1.929","1.507","1.43","1.409","1.788"
