name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"4,476,284,647","4,208,779,490","3,849,500,847","4,649,535,000","1,952,454,000","1,409,472,000","740,715,000","1,776,296,101","1,137,042,730"
EnterpriseValue,"8,884,284,647","8,616,779,490","7,224,100,847","6,907,935,000","4,109,354,000","3,867,072,000","3,091,515,000","3,986,696,101","3,225,042,730"
PeRatio,"13.074","12.254","13.131","25.169","26.564","30.975","2.97",,"15.851"
ForwardPeRatio,"11.655","10.091","8.554","14.451","19.763","11.429","10.278","243.902","59.172"
PegRatio,"1.682","0.971","0.479",,,"0.636",,,
PsRatio,"1.382","1.338","1.577","2.348","1.079","0.71","0.392","1.062","0.723"
PbRatio,"3.516","3.51","3.511","5.114","2.844","2.377","1.336","6.157","3.225"
EnterprisesValueRevenueRatio,"2.707","2.625","2.637","3.332","2.307","1.935","1.564","2.272","2.074"
EnterprisesValueEBITDARatio,"6.23","6.043","6.086","7.986","6.292","5.468","4.752","7.879","6.795"
