name,ttm,12/31/2022
MarketCap,"2,651,460,203","2,349,930,860"
EnterpriseValue,"2,511,575,592","2,349,930,860"
PeRatio,"41.63","116.984"
PsRatio,"4.976","7.706"
PbRatio,"10.448","25.196"
EnterprisesValueRevenueRatio,"0.663","1.038"
EnterprisesValueEBITDARatio,"3.693","8.526"
