name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"3,364,766,181","2,830,908,823","2,958,614,750","4,749,369,836","3,854,877,400","4,554,054,097","3,404,188,963","11,705,910,892","8,230,894,283","8,267,864,014","10,381,799,694","9,459,731,427","7,305,115,764","5,826,496,854","5,194,701,993","3,602,491,713","1,162,590,992","4,175,239,517","6,097,161,881"
EnterpriseValue,"8,783,766,181","8,214,908,823","8,062,614,750","9,746,369,836","9,219,877,400","9,845,054,097","8,399,188,963","17,317,910,892","13,347,894,283","13,191,864,014","14,992,799,694","14,021,731,427","11,672,115,764","9,480,496,854","8,782,701,993","5,462,491,713","3,010,590,992","7,572,239,517","8,439,161,881"
PeRatio,"9.092","8.554","8.33","23.223",,"11.092","4.741","20.803","14.63","15.793","20.566","23.468","19.349","14.835","14.615","12.528",,"10.709","26.683"
ForwardPeRatio,"8.889","7.018","7.74","13.643","7.386","8.865","6.739","14.535","12.151","12.642","17.857","16.34","14.599","13.193","14.104","12.707",,,
PegRatio,,,,,,,,"1.092","1.681","1.408","1.219","1.115","1.02","0.916","1.773","0.848",,,
PsRatio,"0.947","0.809","0.884","1.653","1.564","1.211","0.697","2.125","1.544","1.611","2.109","2.042","1.702","1.562","1.439","0.979","0.272","0.99","1.887"
PbRatio,,,,,,,,"18.552","10.168","8.138","7.373","5.631","3.785","2.3","1.781","1.34","0.496","1.187","1.688"
EnterprisesValueRevenueRatio,"2.342","2.191","2.26","3.11","4.268","2.435","2.137","4.55","3.615","2.704","2.839","2.799","2.574","2.229","2.281","1.457","0.703","1.737","2.197"
EnterprisesValueEBITDARatio,"10.358","9.687","10.078","12.978","219.521","10.223","11.931","28.437","16.643","11.511","12.588","13.613","12.351","9.794","10.06","6.959","-4.832","8.47","11.64"
