name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"3,755,101,131","1,390,336,371","1,386,623,194","2,277,007,898","2,045,903,251","4,235,474,121","3,501,056,796","5,734,036,278","4,835,824,283","3,646,716,521","4,815,875,819","4,500,936,660","2,997,811,719","1,812,340,666","2,128,889,437","1,708,765,268","1,331,819,787","1,689,307,577"
EnterpriseValue,"27,195,908,131","1,044,141,371","1,465,614,194","2,359,444,898","2,061,815,251","4,171,817,121","3,673,793,796","6,094,764,278","5,484,503,283","4,288,168,521","5,413,512,819","5,224,735,660","3,938,745,719","2,773,504,666","1,410,874,437","1,325,972,268","849,597,787","1,160,749,577"
PeRatio,,"14.928","24.529","16.067",,,"9.296","40.473","23.045","23.994","42.339","184.148","14.258","11.115","10.404","4.75",,"18.282"
ForwardPeRatio,"10.299",,,,,,,,,,,"15.267","9.337","51.02","41.152",,,
PegRatio,,,,,,,,,,,,,,,"8.227",,,
PsRatio,"0.22","0.767","0.71","1.237","1.093","1.927","1.723","1.859","1.555","1.14","1.442","1.356","0.964","1.664","0.905","0.911","0.618","0.099"
PbRatio,"0.189","0.389","0.402","0.658","0.576","1.153","0.825","1.479","1.246","1.008","1.374","1.414","0.954","1.688","0.707","0.641","0.598","1.399"
EnterprisesValueRevenueRatio,"1.598","0.061","0.079","0.119","1.092","2.212","2.084","3.996","3.029","2.319","1.571","1.592","1.262","1.004","0.6","0.697","0.395","0.752"
EnterprisesValueEBITDARatio,"-111.732","-4.29","0.319","0.505","3.196","5.592","5.311","8.884","6.567","5.432","5.973","7.849","4.893","5.611","2.651","1.889","-1.141","-15.139"
