name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"9,125,124,690","13,061,167,960","5,668,269,300","30,838,263,400","42,499,888,080","16,054,208,300","3,363,352,800","5,065,373,011"
EnterpriseValue,"7,753,506,690","11,721,644,960","4,351,648,300","29,178,843,400","41,891,571,080","15,825,447,300","3,302,604,800","5,021,498,011"
PeRatio,,,,"109.187",,,"2.619",
ForwardPeRatio,,,,"120.482",,,,
PsRatio,"2.583","3.831","1.8","12.358","26.264","15.216","4.763","10.398"
PbRatio,"3.923","5.66","2.052","11.491","34.94","34.616","15.159",
EnterprisesValueRevenueRatio,"2.225","3.364","1.392","10.555","23.556","14.018","4.448","9.793"
EnterprisesValueEBITDARatio,"-13.587","-20.54","-11.363","93.16","839.023","-769.87","-5,522.751","-89.277"
