name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"2,055,058,029","2,071,411,544","1,513,251,913","2,258,708,035","4,679,936,368","5,718,785,250","4,217,353,585"
EnterpriseValue,"3,034,043,029","3,107,203,544","2,682,011,913","3,543,682,035","6,286,415,368","7,413,687,250","6,175,192,585"
PeRatio,,,,"17.738","124.583","8.451",
ForwardPeRatio,"12.707","13.141","10.06","13.387","14.045","23.148","19.608"
PsRatio,"2.675","2.731","2.085","2.223","4.692","6.285","5.29"
PbRatio,"1.425","1.492","1.165","0.973","1.682","2.205",
EnterprisesValueRevenueRatio,"3.999","4.095","3.728","4.931","8.77","11.08","7.412"
EnterprisesValueEBITDARatio,"13.067","13.382","-3.676","17.923","23.011","25.655","22.16"
