name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"3,377,592,641","6,641,477,016","1,408,747,437","12,643,063,705"
EnterpriseValue,"2,299,592,641","5,295,477,016","309,580,437","12,643,063,705"
PsRatio,,"2,700.66","15.135",
PbRatio,"1.702","3.131","0.694",
EnterprisesValueRevenueRatio,,,"4.553","154.184"
EnterprisesValueEBITDARatio,"-2.825","-6.506","-0.432","-17.683"
