name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"61,787,538,873","52,890,476,915","36,505,972,438","18,027,584,287","11,210,221,532","10,639,063,157","4,942,368,270","6,477,812,349","3,590,886,275","2,748,778,263","3,844,637,743","4,623,935,582","2,257,737,318","1,526,949,854"
EnterpriseValue,"-98,965,461,127","-87,382,523,085","-72,626,027,562","29,920,572,287","20,719,426,532","13,293,597,157","6,830,306,270","8,090,617,349","4,799,149,275","3,736,336,263","16,631,423,743","15,304,361,582","-2,626,041,682","-316,740,146"
PeRatio,"13.134","35.4",,"8.706",,"23.16","15.242","10.938","15.488","23.719","15.412","7.508","8.427",
ForwardPeRatio,"14.124","11.806","9.69","16.103","18.832","16.026","7.943","11.161","9.001","7.047","10.194","10.235","6.54","5.571"
PegRatio,,,,,,,,,"0.92","0.516",,"0.723","0.462","0.522"
PsRatio,"1.962","2.051","4.359","2.778","5.625","5.088","2.485","2.605","2.394","2.28","1.72","1.064","0.786","1.561"
PbRatio,"4.886","7.51",,"8.61","20.94","8.79","4.605","6.136","4.965","3.838","1.927","1.705","0.847","3.762"
EnterprisesValueRevenueRatio,"-3.032","-2.677","-6.622","5.028","8.802","4.534","6.249","2.919","2.314","3.587","10.661","4.099","-0.918","-1.845"
EnterprisesValueEBITDARatio,"-14.889","-13.146","20.774","5.163","21.741","8.574","32.344","4.395","4.273","8.27","17.606","5.966","-0.82","0.259"
