name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,02/28/2013,12/31/2012
MarketCap,"2,456,047,960","2,179,213,873","1,466,952,765","1,248,602,304","329,432,681","380,470,455","307,410,477","251,712,693","374,677,238","369,546,038","251,731,489","207,035,428","51,975,000","51,870,000"
EnterpriseValue,"2,493,638,960","2,227,587,873","1,548,996,765","1,362,431,304","504,697,681","600,402,455","513,905,477","466,693,693","557,205,238","469,518,038","336,320,489","207,117,863","104,420,000","104,315,000"
PeRatio,"13.574","10.81","12.162","18.444","19.194","39.286","21.237","31.957","20.763","12.962","9.398","27.581","34.138","34.069"
ForwardPeRatio,"7.536",,,,,"9.479",,,"13.928",,,,,
PegRatio,"0.419",,,,,"0.412",,,,,,,,
PsRatio,"2.98","2.563","2.302","2.677","0.846","0.8","0.808","0.776","1.429","1.777","1.147",,"1.562","1.559"
PbRatio,"4.482","4.151","4.701","5.296","1.953","2.262","2.102","2.105","4.245","5.991","3.602","6.584","1.099","1.097"
EnterprisesValueRevenueRatio,"2.993","2.673","2.162","2.742","1.34","1.393","1.385","1.484","1.827","1.938","1.703","1.13",,"0.8"
EnterprisesValueEBITDARatio,"8.526","7.616","5.98","10.67","6.375","7.257","8.739","8.913","7.784","14.949","9.476","4.49","-238.254","4.679"
