name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"1,089,534,323","1,256,371,926","917,225,318","1,112,945,300","761,473,100","815,856,080","1,467,633,000","2,065,682,592"
EnterpriseValue,"1,533,584,323","1,655,027,926","1,380,874,318","1,539,645,300","1,309,078,100","1,459,514,080","2,152,272,000","2,656,884,592"
PeRatio,"9.529","10.778","1,377","51.903",,,"8.498","17.003"
ForwardPeRatio,"12.723","23.81","8.969","14.184","7.062","6.789","8.772","32.787"
PegRatio,,,,,,,"1.755",
PsRatio,"1.641","1.911","1.509","1.826","1.387","1.332","2.342","3.272"
PbRatio,"2.214","2.589","2.424","3.036","2.362","0.715","0.898","1.371"
EnterprisesValueRevenueRatio,"2.225","2.401","2.112","2.469","2.391","2.406","3.251","4.242"
EnterprisesValueEBITDARatio,"10.121","10.922","9.067","10.254","-1.667","-4.455","11.421","11.46"
