name,ttm,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018
MarketCap,"583,440,525","615,351,583","607,612,465","727,898,344","470,262,451","428,486,421","435,120,271","388,984,858"
PeRatio,"18.593","26.295",,,"23.328","8.12","29.449",
PsRatio,"19.49","28.686",,,"22.82","8.1","28.749",
PbRatio,"0.84","0.875","0.836","1.597","0.96","0.87","0.95","0.839"
EnterprisesValueRevenueRatio,"19.491","28.686",,,"22.82","8.052","28.749",
