name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"1,024,968,106","818,803,718","706,689,861","522,052,498","426,620,473","613,130,946","619,545,907"
PeRatio,"9.858","9.258","9.888","10.416","9.676","12.233","24.731"
PsRatio,"3.317","2.908","2.913","2.603","2.064","3.247","3.673"
PbRatio,"1.468","1.501","1.451","0.939","0.817","1.261","1.472"
EnterprisesValueRevenueRatio,"3.345","4.05","2.872","2.179","1.807","4.161","4.395"
