name,ttm,12/31/2022,12/31/2021,12/31/2020
MarketCap,"8,335,346,047","8,429,635,367","40,656,917,607","33,831,538,337"
EnterpriseValue,"6,905,325,631","5,125,313,822","34,482,464,430","31,438,807,558"
PsRatio,"2.506","2.019","22.306","94.274"
PbRatio,"2.01","1.513","6.213","11.204"
EnterprisesValueRevenueRatio,"0.328","0.191","1.643","5.379"
EnterprisesValueEBITDARatio,"-0.713","-0.677","-8.743","-13.847"
