name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"1,008,988,971","897,322,218","995,530,719","1,042,367,026","1,110,182,718","1,274,549,555","1,092,415,166","1,185,431,816","1,198,998,917","973,724,431","800,505,978","785,544,883","497,454,908","420,064,074","321,160,717","339,547,570","387,126,039","291,790,250","269,375,874","175,460,223"
EnterpriseValue,"970,306,971","838,073,218","904,578,719","919,239,026","984,848,718","1,149,215,555","1,059,091,166","1,105,053,816","1,112,386,917","873,825,431","681,961,978","733,507,883","445,417,908","382,859,074","296,284,717","312,449,570","327,950,039","280,551,250","243,687,874","187,894,223"
PeRatio,"16.325","14.133","26.247","11.502","12.065","16.466","20.466","18.333","14.602","15.104","14.708","22.349","17.247","17.351","10","8.095","9.549","6.279","0.703","4.706"
ForwardPeRatio,"20.284","19.493",,"18.248","19.157","25.51",,"17.153",,,,"17.094","13.459","14.641","9.94",,,,,
PegRatio,,,,,,,,,,,,"1.711","1.345","1.464","0.904",,,,,
PsRatio,"3.303","2.934","3.432","3.205","3.237","3.42","2.891","3.129","2.988","2.402","2.033","2.271","1.576","1.626","1.347","1.227","1.3","0.875","0.748","0.01"
PbRatio,"3.45","2.672","2.669","2.171","2.304","2.719","2.38","2.395","2.352","1.985","1.785","1.96","1.305","1.247","0.988","1.123","1.528","1.399","2.377","1.964"
EnterprisesValueRevenueRatio,"3.162","2.731","3.07","2.909","2.901","3.103","2.804","2.945","2.804","2.176","1.688","2.058","1.387","1.364","1.194","1.107","1.085","0.829","0.732","0.68"
