name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"6,004,269,054","6,286,821,135","8,285,148,120","7,582,207,004","6,482,201,579","5,976,222,808","4,608,957,532"
EnterpriseValue,"13,849,588,054","15,731,946,135","18,073,496,120","17,263,258,004","15,737,233,579","15,671,443,808","13,919,871,532"
PeRatio,,"97.429",,,,,"25.816"
ForwardPeRatio,,"18.416","14.164","12.166","8.726","19.38","17.422"
PsRatio,"1.191","1.056","1.324","1.314","1.126","1.187","1.024"
PbRatio,"1.585","1.941","2.593","2.767","2.065","1.61","1.039"
EnterprisesValueRevenueRatio,"2.78","3.157","3.497","4.108","2.961","3.057","3.038"
EnterprisesValueEBITDARatio,"7.311","8.305","8.578","9.106","8.539","7.511","7.096"
