name,ttm
MarketCap,"4,247,481,711"
EnterpriseValue,"6,271,966,711"
PsRatio,"1.5"
PbRatio,"1.924"
EnterprisesValueRevenueRatio,"3.12"
EnterprisesValueEBITDARatio,"19.463"
