name,ttm
MarketCap,"2,285,859,612"
EnterpriseValue,"1,425,359,612"
PeRatio,"12.98"
ForwardPeRatio,"11.025"
PsRatio,"0.875"
PbRatio,"2.382"
EnterprisesValueRevenueRatio,"0.546"
