name,ttm,12/31/2023,12/31/2022
MarketCap,"4,056,140,996","2,882,044,459","1,358,593,605"
EnterpriseValue,"3,547,218,996","2,551,047,459","1,164,681,605"
PsRatio,"25.155","55.096",
PbRatio,"8.397","10.83","5.783"
EnterprisesValueRevenueRatio,"22.765","54.081",
EnterprisesValueEBITDARatio,"-6.522","-39.77","-6.274"
