name,ttm,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018
MarketCap,"218,303,957","229,043,810","223,681,253","257,920,478","324,524,137","295,472,358","285,338,016","278,356,581"
PeRatio,"14.647","29.028",,,"19.473","8.747","79.188",
PsRatio,"15.389","33.558",,,"19.4","8.68","72.157",
PbRatio,"0.857","0.899","0.843","0.846","0.998","0.918","0.95","0.895"
EnterprisesValueRevenueRatio,"15.39","32.716",,,"19.4","8.68","72.19",
