name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"6,598,996,668","7,206,726,372","8,841,459,410","14,753,330,041","13,843,132,386","13,970,132,821","15,559,504,489","28,227,116,166","27,165,646,301","34,944,384,707","43,576,605,803","34,320,370,175","15,850,350,667","11,158,266,939","8,385,994,356","5,853,305,547","2,687,416,761","6,477,772,022","5,620,133,159","5,082,480,308"
EnterpriseValue,"20,610,596,668","20,654,026,372","19,868,559,410","27,699,830,041","19,515,332,386","34,064,832,821","44,341,704,489","68,305,616,166","64,604,146,301","78,801,884,707","83,754,505,803","76,115,570,175","41,335,950,667","32,145,666,939","30,751,394,356","28,436,305,547","24,173,016,761","22,795,672,022","15,570,333,159","10,046,469,308"
PeRatio,,,"1.665","1.368",,,,"42.437",,,,,,,,"0.506",,,,
ForwardPeRatio,,,,"31.153","16.026","200","49.261","61.728","126.582","113.636","41.667","61.728","62.893","22.472","28.169",,"3.282",,,
PegRatio,,,,,,,,,,,,,,"0.34","11.254",,"0.469",,,
PsRatio,"1.013","1.117","1.387","1.334","1.26","1.393","1.041","1.826","1.556","1.934","1.2","0.979","0.762","0.501","0.475","0.023","2.413","0.773","1.068","1.106"
PbRatio,"0.354","0.352","0.382","0.572","1.048","1","2.851","3.763","3.468","2.895","3.938","1.971","4.855","2.307","1.981","0.017","15.79","1.11","0.795","0.645"
EnterprisesValueRevenueRatio,"2.751","2.757","2.761","2.686","1.69","3.065","3.708","6.057","4.705","4.618","4.914","5.772","4.162","3.525","3.677","3.793","2.303","2.532","2.401","2.224"
EnterprisesValueEBITDARatio,"-41.131","-41.217","4.748","1.607","12.099","9.235","8.064","22.065","10.375","11.073","12.674","13.351","10.803","9.689","12.896","13.601","6.276","6.467","6.521","6.186"
