name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"2,170,656,380","3,198,174,628","5,139,523,850","11,240,062,775","256,178,623"
EnterpriseValue,"19,239,656,380","20,711,174,628","18,765,523,850","18,657,062,775","9,593,178,623"
PeRatio,"5.115","3.834","19","71.4",
ForwardPeRatio,"8.265","8.052","6.826","17.986",
PsRatio,"0.247","0.379","0.766","0.911",
PbRatio,"0.702","0.935","1.803","2.672",
EnterprisesValueRevenueRatio,"2.053","2.21","2.161","2.543","1.824"
EnterprisesValueEBITDARatio,"5.271","5.674","5.034","9.578","9.224"
