name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"2,228,172,737","1,776,516,101","668,451,821","782,871,502","1,125,128,632","2,342,683,509","3,532,326,036","1,433,269,494","967,695,257","556,146,699","344,810,953","422,290,132","476,856,070","891,423,709","463,985,246","322,580,975","948,627,370","1,269,603,465","837,398,030","816,741,152","746,825,567","208,157,764","835,319,400","1,102,441,657","1,459,964,013","1,608,852,376"
EnterpriseValue,"2,271,032,345","2,011,941,959","1,049,890,384","1,033,146,617","1,358,235,074","2,496,532,692","3,580,696,837","1,609,902,438","1,094,802,298","732,059,796","502,191,929","631,310,283","772,930,732","995,294,436","593,538,432","546,350,971","1,319,163,840","1,801,954,715","1,527,867,388","1,625,356,607","1,629,431,266","1,192,068,594","1,873,319,400","2,072,694,060","2,446,798,013","1,608,852,376"
PeRatio,"231.92","15.424","9.934","7.745","4.939","19.466","29.717","75.571","788.757","32.934","9.435","5.762","14.358","34.259","10.085","6.375","20.221","8.629","8.732","16.083","7.657",,"7.713","8.444","9.986",
ForwardPeRatio,,,,,,,,,,,"6.321","3.233","9.091","14.025",,,,,,,,,,,,
PsRatio,"13.697","3.641","1.273","1.558","2.034","3.801","6.371","3.647","3.268","1.127","0.873","0.533","1.226","2.141","1.101","0.785","2.376","3.071","2.553","2.424","2.454","0.78","1.544","2.313","3.393",
PbRatio,"3.315","1.407","0.665","1.046","1.857","20.235","15.595","11.052","6.751","2.242","1.101","1.015","0.84","1.075","0.547","0.363","1.02","1.448","1.051","1.092","1.059","0.396","0.758","1.045","1.381",
EnterprisesValueRevenueRatio,"0.016","0.013","0.006","0.006","0.014","0.035","0.119","0.112","0.259","0.17","0.175","0.245","0.417","0.602","0.371","0.385","1.049","1.378","1.436","1.622","1.817","1.313","3.46","4.325","5.687","4.072"
EnterprisesValueEBITDARatio,"0.046","0.027","0.011","0.02","0.029","0.078","0.272","0.307","3.712","0.443","0.785","0.812","1.065","1.822","0.87","0.823","2.029","2.365","2.387","2.475","2.671","1.803","3.924","5.521","6.934","5.006"
