name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"10,503,643,709","7,031,044,680","7,431,216,658","6,320,812,691","3,597,459,433","1,381,142,885"
EnterpriseValue,"10,283,696,709","6,878,564,680","7,235,194,658","6,167,640,691","3,407,180,433","1,284,701,885"
PeRatio,"72.953","29.729","87.123",,,
ForwardPeRatio,"58.824","43.668","57.804","106.383",,
PsRatio,"14.695","10.833","17.791","35.4","55.827","36.85"
PbRatio,"15.708","11.694","20.932","28.693","15.176","12.759"
EnterprisesValueRevenueRatio,"14.083","9.42","14.774","26.008","50.262","29.928"
EnterprisesValueEBITDARatio,"53.688","35.911","56.715","-1,482.606","-54.477","-26.864"
