name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"765,083,084","911,876,504","769,132,918","811,755,208","652,031,477","667,856,488","448,625,589","381,874,019","149,270,467","98,608,036","77,522,141","71,823,632","29,532,888","23,363,468","25,999,086","21,199,480","27,031,417","64,272,121","86,466,842","38,003,200","20,681,494","19,225,222"
PeRatio,"10.251","10.823","10.962","12.873","12.604","14.862","22.407","31.667","15.363","12.146","13.312","13.612","8.125","10.026","11.486","14.327","14.82","17.2","20.302","25","17.184","19.88"
ForwardPeRatio,"9.681","10.03","8.532","12.107","11.442","11.274","10.616","16.367","13.605","10.73","10.672","9.785","6.452",,,,,,,,,
PsRatio,"2.665","3.032","3.371","4.269","3.545","4.215","4.027","4.604","3.079","2.26","1.907","1.306","1.032","1.065","1.241","1.119","1.323","3.066","5.027","3.558","2.184","2.205"
PbRatio,"0.806","1.016","1.237","1.214","1.021","1.397","1.553","2.287","2.588","1.167","1.014","1.077","0.448","0.551","0.647","0.546","0.739","1.772","4.182","2.115","1.235","1.228"
