name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"1,670,353,925","2,022,754,625","2,369,021,704","2,241,249,569","1,726,222,556","1,927,185,655","1,771,945,485"
PeRatio,"45.486","39.347","26.048","24.833","33.826","33.88","67.508"
ForwardPeRatio,"88.496","74.074","26.667","27.1","25.51","36.101","36.364"
PsRatio,"7.023","7.946","7.874","8.07","7.129","9.555","10.893"
PbRatio,"1.606","2.008","2.288","2.174","1.697","1.943","1.871"
