name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"5,834,461,934","5,588,687,505","4,403,536,190","5,989,876,000","4,381,083,000","2,921,168,000","2,985,370,000","2,848,003,767","2,731,795,477","2,944,025,134","4,227,595,275"
EnterpriseValue,"7,492,661,934","7,298,387,505","6,068,236,190","7,620,876,000","5,650,083,000","4,242,868,000","8,123,070,000","7,879,803,767","7,295,995,477","6,345,425,134","4,692,317,275"
PeRatio,"50.229","110.19","25.264","26.681","37.723",,,,,,
ForwardPeRatio,"17.182","15.408","12.771","15.625","16.722","12.87","12.195","9.737","16.584","15.152",
PsRatio,"2.499","2.397","1.715","2.633","2.51","1.689","0.769","0.805","0.711","1.177","4.36"
PbRatio,"2.506","2.507","1.914","2.416","1.952","1.377","1.459","0.986","0.965","1.361","2.854"
EnterprisesValueRevenueRatio,"3.211","3.128","2.38","3.176","3.048","2.311","4.142","4.195","4.122","2.496","5.565"
EnterprisesValueEBITDARatio,"21.712","21.149","12.525","16.222","18.47","10.983","19.597","33.892","23.696","20.331","49.393"
