name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"17,703,178,230","6,761,046,911","3,614,544,567","1,502,454,869","1,848,570,127","4,554,562,142","5,266,458,298","9,010,796,087","6,489,661,084","6,182,877,105","10,410,989,630","12,963,589,657","5,722,701,138","13,640,087,661","19,811,165,383","17,207,434,693","18,092,388,478","16,971,407,686","18,859,348,424","20,448,332,108","17,305,762,892","14,560,439,596","4,786,616,690","7,767,912,000","10,568,114,000","13,039,114,000","9,862,114,000","12,068,364,000","8,913,250,000","7,633,625,000","7,545,375,000"
EnterpriseValue,"25,795,178,230","13,974,277,092","9,797,441,603","8,448,378,239","9,935,093,341","13,186,163,126","12,601,474,697","17,444,187,322","14,714,683,905","13,011,971,045","14,329,246,621","16,244,087,352","8,239,078,873","15,541,430,913","22,551,657,553","18,437,761,700","19,037,093,008","17,017,407,686","19,176,348,424","20,717,332,108","17,654,762,892","15,183,439,596","5,852,616,690","10,069,912,000","13,446,114,000","15,917,114,000","13,622,914,000","15,532,064,000","12,210,250,000","8,859,625,000","7,545,375,000"
PeRatio,"22.732","6.882","2.137","3.581",,"46.524","4.62","42.843",,"7.426","9.144","17.728","7.203","10.214","13.583","17.719","17.177","13.082","11.872","12.021","10.548","9.224","4.818","9.504","12.065","27.359","17.02","13.785","10.929","8.972",
ForwardPeRatio,"8.446","7.698","3.481","2.451",,,"15.456","8.977","10.917","3.327","4.606","9.443","4.531","7.38",,"18.248",,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"0.142","0.291","0.14","52.721",,,,,,,,,,,,,,,,,
PsRatio,"0.955","0.415","0.251","0.142","0.2","0.363","0.508","0.675","0.649","0.369","0.692","0.893","0.418","1.056","1.781","1.905","1.792","1.837","2.347","2.602","2.58","2.016","0.822","0.953","1.242","1.976","1.795","1.968","1.504","1.524",
PbRatio,"1.484","0.615","0.36","0.191","0.246","0.498","0.599","1.221","0.889","0.673","1.259","1.871","0.899","2.774","4.13","3.693","3.07","2.051","2.46","2.609","2.311","1.897","0.793","0.917","1.433","1.768","1.368","1.739","1.397","1.432",
EnterprisesValueRevenueRatio,"1.396","0.862","0.681","0.802","1.073","1.055","1.216","1.311","1.477","0.779","0.955","1.12","0.602","1.204","2.027","2.041","1.885","1.842","2.387","2.617","2.613","2.094","1.003","1.235","1.589","2.412","2.476","2.528","2.054","1.774","1.714"
EnterprisesValueEBITDARatio,"0.023","2.637","1.921","1.739","4.531","3.037","2.392","4.092","6.857","2.467","2.315","4.291","2.199","4.351","5.88","5.995","5.735","5.251","5.425","5.112","4.828","4.305","2.096","3.024","3.954","6.254","6.133","5.678","4.667","6.597","5.061"
