name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"4,032,371,867","3,942,884,338","2,894,206,406","3,067,674,466","2,233,012,529","1,713,863,726","1,285,042,106","2,001,751,277","1,246,096,560","884,393,948","1,239,528,359","1,119,961,672","765,230,342","752,270,177","741,115,359","426,691,339","316,585,379","696,949,061","425,185,301","370,294,544","388,258,864","137,405,457","51,789,228"
EnterpriseValue,"5,658,080,867","5,428,714,338","4,133,220,406","3,717,264,466","3,319,433,529","3,435,113,726","2,741,123,106","3,253,913,277","2,579,913,560","2,401,357,948","2,412,889,359","2,034,869,672","1,550,614,342","1,323,137,177","1,104,280,359","710,798,339","669,797,379","1,000,081,061","870,065,301","677,820,544","496,575,864","319,011,457","211,230,228"
PeRatio,"12.477","11.572","8.312","14.997","23.759","10.789","7.109","26.326","34.301","11.112","18.526","24.708","13.166","18.034","31.938","74.313","11.427","13.669","8.2","9.628","15.757","15.54","6.167"
ForwardPeRatio,"11.074","16.639","11.601","12.937","19.268","12.407","9.234","22.173","22.472","10.929","13.643","14.493","9.363","11.933","17.123",,,,,,,,
PegRatio,"3.162",,,,,"2.289","0.47",,,"2.802","1.076","1.144","0.739","0.559","1.371",,,,,,,,
PsRatio,"0.547","0.546","0.461","0.631","0.484","0.293","0.272","0.457","0.299","0.174","0.303","0.375","0.265","0.359","0.522","0.361","0.2","0.347","0.285","0.29","0.369","0.27","0.106"
PbRatio,"2.156","2.053","1.717","2.186","1.856","1.48","1.171","2.166","1.468","1.063","1.73","1.774","1.319","1.572","1.649","1.036","0.761","1.744","1.317","1.431","1.743","1.549","0.65"
EnterprisesValueRevenueRatio,"0.714","0.685","0.582","0.725","0.701","0.591","0.498","0.69","0.612","0.482","0.51","0.601","0.502","0.513","0.737","0.592","0.426","0.492","0.37","0.363","0.454","0.391","0.279"
EnterprisesValueEBITDARatio,"7.678","7.367","5.676","7.655","9.798","8.686","7.04","10.58","10.796","9.004","8.989","10.983","8.27","8.576","12.59","14.695","7.662","7.561","6.36","6.483","9.932","8.947","5.75"
