name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990
MarketCap,"16,904,988,033","13,955,200,000","10,982,400,000","15,430,961,861","12,371,207,776","11,233,188,082","14,483,700,000","16,130,400,000","18,654,022,920","11,987,849,954","15,943,810,919","13,879,150,000","17,226,640,000","13,538,800,000","14,150,642,188","13,647,611,281","12,265,514,630","13,950,611,940","15,559,914,100","17,518,094,550","15,155,434,260","14,438,840,200","5,829,396,300","5,916,353,508","3,163,273,727","4,560,868,125","963,639,168","1,538,744,896","790,167,312","690,831,680","855,025,000","483,799,827","307,459,776","964,962,028","470,497,451","120,660,000"
EnterpriseValue,"24,755,988,033","22,765,200,000","20,298,400,000","17,593,961,861","15,000,207,776","3,057,188,082","16,949,700,000","19,185,400,000","20,217,022,920","11,458,849,954","14,298,810,919","12,083,150,000","16,050,640,000","13,183,800,000","13,775,642,188","12,474,611,281","12,374,345,630","13,823,658,940","14,682,304,100","15,165,092,550","13,210,480,260","12,628,496,200","4,723,736,300","5,331,298,508","2,642,455,727","4,130,871,125","811,239,168","1,414,044,896","709,467,312","672,231,680","858,125,000","485,899,827","283,459,776","942,062,028","455,297,451","109,460,000"
PeRatio,"27.707","10.136","19.067","17","20.442","20.337",,"17.233",,"12.589","17.568","16.105","15.821","17.981","24.395","19.457",,"31.962","39.318","112.2","28.824","43.271","25.442",,"22.361","27.701","19.702","18.975","30.332",,"32.394",,,"55.52","67.016","27.027"
ForwardPeRatio,"11.186","9.785","8.078","13.85","12.92","19.305","12.903","14.205","17.857","16.208","11.793","10.204","13.405","11.124","11.834",,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.639","5.434","0.708","1.459","0.669",,"1.396","0.905","1.166","1.767","1.447","1.14","1.49","1.317","1.301",,,,,,,,,,,,,,,,,,,,,
PsRatio,"4.488","3.806","3.372","5.688","5.228","2.632","3.108","3.563","5.083","2.039","2.463","2.08","2.586","2.107","2.354","2.316","2.019","2.501","3.465","4.167","6.097","8.902","4.754","5.997","3.445","6.309","1.585","2.808","1.686","1.659","2.863","1.723","1.467","4.793","4.762","2.543"
PbRatio,"8.058","5.771","8.384",,,"1.295","2.452","3.253","4.724","2.222","2.698","2.41","3.341","2.912","3.125","3.001","3.107","1.271","1.291","1.282","4.09","5.951","3.304","4.715","1.94","7.381","2.792","4.846","3.625","4.031","7.682","6.04","4.418","12.764","14.657","6.487"
EnterprisesValueRevenueRatio,"6.409","6.086","6.533","6.393","6.017","0.641","3.567","4.035","5.353","1.855","2.162","1.777","2.315","1.961","2.226","2.084","2.012","2.353","2.894","3.66","5.115","6.753","3.357","5.272","3.344","5.539","1.28","2.445","1.503","1.608","2.562","1.815","1.376","4.349","4.778","2.339"
EnterprisesValueEBITDARatio,"12.316","14.569","16.436","11.652","12.865","2.095","20.746","15.584","29.6","6.805","8.056","6.928","6.981","7.39","9.069","6.813","-2.253","8.667","12.546","12.395","13.127","19.874","10.427","17.969","10.989","20.744","5.645","11.126","10.403","28.364","15.081","44.991","30.811","28.29","35.85","10.326"
