name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"765,229,879","252,949,514","382,067,647","282,929,411"
EnterpriseValue,"1,201,459,879","674,136,514","760,331,647","638,123,411"
PeRatio,"30.79","17.122","27.332",
ForwardPeRatio,"24.45","11.338",,
PsRatio,"1.807","0.669","1.235","1.214"
PbRatio,"2.233","0.795","1.561","0.456"
EnterprisesValueRevenueRatio,"2.854","1.818","2.492","3.08"
EnterprisesValueEBITDARatio,"6.66","4.673","7.615","9.941"
