name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"2,988,487,714","3,139,270,487","2,752,096,188","6,184,071,413","4,562,105,121","3,322,823,668","2,960,371,070","5,000,737,903","1,692,914,421","531,928,050","348,642,014","253,129,767","399,302,020","165,422,307","30,007,979"
EnterpriseValue,"2,188,282,714","2,323,249,487","1,926,314,188","5,270,315,413","4,313,802,121","3,092,778,668","2,664,569,070","4,935,056,903","1,612,251,421","540,234,050","324,758,014","232,320,049","378,492,302","131,928,224","-592,348"
PeRatio,"28.617",,,,,"15.817",,"358.364",,,,,,,
PsRatio,"3.562","4.094","6.289","18.131","20.654","15.575","13.756","20.186","7.812",,,,,,
PbRatio,"4.013","4.035","3.196","6.159","13.622","9.612","7.13","27.662","9.233",,,,,,
EnterprisesValueRevenueRatio,"2.611","2.772","4.518","14.799","18.922","15.095","12.445","20.46","7.461","11.752","14.52","1.408","2.814","1.189","-0.007"
EnterprisesValueEBITDARatio,"32.528","34.534","-4.803","-25.343","-23.587","-22.887","-32.473","-99.692","-37.162","44.844","23.085","20.527","159.564","-2,813.562","0.062"
