name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1992,12/31/1991,12/31/1990
MarketCap,"37,081,886,965","40,254,081,460","45,525,527,470","15,414,500,474","16,823,435,935","22,679,671,089","20,653,194,675","21,719,266,237","18,988,615,166","17,228,818,521","25,621,241,962","28,584,535,456","28,999,937,707","24,919,022,485","33,861,688,936","31,740,413,114","17,926,594,936","30,413,518,616","20,024,264,514","19,163,903,209","10,455,354,079","7,425,162,018","4,628,881,830","4,556,956,684","5,494,731,716","4,906,498,494","2,967,693,295","4,692,273,528","4,877,440,282","3,414,280,236","2,451,221,170","1,642,491,220","1,976,765,403","1,440,693,838"
EnterpriseValue,"41,630,886,965","42,864,081,460","47,138,527,470","21,475,500,474","23,847,435,935","29,352,671,089","24,524,194,675","26,464,266,237","23,241,615,166","21,547,818,521","24,939,241,962","30,121,535,456","30,899,937,707","29,261,022,485","37,811,688,936","34,966,219,565","19,895,688,006","31,197,244,338","21,090,211,145","19,498,242,276","10,652,100,435","8,040,483,882","5,285,029,580","5,323,420,192","6,377,791,600","6,012,986,826","3,861,469,059","5,346,341,117","5,677,054,943","4,567,140,647","3,642,574,813","2,833,715,378","3,165,745,696","2,674,619,914"
PeRatio,"22.267","5.648","7.683","7.795",,"65.49","14.929","21.154",,"662.603","10.693","16.519","9.895","16.572","21.577","18.379","14.669","27.499","24.443","26.724","12.572","18.906",,"9.833","13.9","23.063","19.084","27.777","31.867","52.17","35.816",,,
ForwardPeRatio,"14.025","12.5","10.122","8.772","23.419","18.116","11.39","19.531","19.763","20.284","15.974","12.626","14.43",,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"1.241","0.981",,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.642","2.188","2.468","2.177","4.579","4.498","3.829","5.392","4.272","3.469","3.467","4.887","4.648","5.732","8.119","7.852","4.377","9.085","3.974","9.944","6.196","4.741","3.795","3.728","16.207","7.679","5.575","8.284","7.623","8.407","6.05",,,
PbRatio,"1.068","1.115","1.409","1.148","1.393","1.363","1.184","1.47","1.312","1.228","1.631","1.904","1.97","2.14","3.109","3.612","3.989","7.023","7.512","7.766","4.296","4.092","3.664","3.501","4.607","4.464","3.734","5.476","4.949","4","3.355",,,
EnterprisesValueRevenueRatio,"2.975","3.063","2.803","3.085","6.624","5.869","4.614","6.719","5.619","4.284","3.354","5.083","4.868","6.094","9.018","9.129","4.778","9.262","7.017","4.103","6.324","5.188","4.117","4.355","276.93","208.138",,"236.031",,,,,"9.331","9.43"
EnterprisesValueEBITDARatio,"5.428","5.589","3.847","4.143","-7.187","10.555","6.519","9.292","8.557","10.983","4.844","7.904","6.164","10.171","12.325","10.024","6.676","13.623","9.96","11.845","7.393","11.939","21.622","6.077","7.512","14.626","9.585","13.026","13.593","13.392","13.649","14.508","18.88","19.633"
