name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
MarketCap,"1,691,122,948","1,862,382,598","2,187,580,448","2,180,130,502","2,014,950,991","2,563,085,134","2,003,205,536","1,789,952,303","1,888,649,621","1,154,558,242","1,019,576,942","933,607,552","649,149,745","518,473,639","504,088,628","327,844,838","722,721,789","546,869,703","720,787,469","667,662,467","666,173,883","546,048,894","478,600,215","377,265,521","436,346,590","514,540,000","609,499,500","480,480,000","341,967,812","237,899,136","206,274,753","192,309,591","146,261,297","85,239,000","68,219,500","71,469,176","67,845,246","60,247,800"
PeRatio,"11.347","11.244","12.286","10.142","18.494","12.39","14.854","17.446","19.484","14.227","14.872","15.094","12.076","11.872","14.149","17.629","19.162","9.856","18.837","16.438","16.826","15.367","13.759","13.206","17.029","18.978","21.691","21.429","15.625","13.084","16.33","15.6","11.26","8.607","7.661","8.333","9.589","9.922"
ForwardPeRatio,"12.063","12.674","11.05","13.477","15.06","12.392","11.099","15.083","17.794","11.779","13.532","12.804","10.071","10.493","14.144",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,"1.11","1.508",,,"2.708","2.562","2.015","2.098","2.828",,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.846","3.079","3.972","3.936","3.358","4.124","4.141","4.813","5.255","3.622","3.987","3.733","2.563","2.263","2.233","1.47","3.317","2.558","4.482","4.018","4.435","4.072","3.641","3.414","4.273","4.767","5.376","5.701","4.292","3.564","3.604","4.488","3.011","2.174","2.079",,,
PbRatio,"0.708","0.809","0.972","0.845","0.778","1.22","1.039","1.284","1.404","1.035","1.293","1.267","0.909","0.817","0.831","0.557","1.231","0.942","1.719","1.604","1.8","1.715","1.472","1.461","1.713","1.908","2.056","1.925","1.503","1.438","1.317","1.536","1.25","0.923","0.896",,,
