name,ttm,12/31/2023,12/31/2022
MarketCap,"2,748,038,243","140,753,070","160,568,632"
EnterpriseValue,"2,773,393,243","134,929,070","170,070,632"
PsRatio,"187.72","16.572","22.063"
PbRatio,,"16.121",
EnterprisesValueRevenueRatio,"294.291","16.361","23.608"
EnterprisesValueEBITDARatio,"-2.065","-1.669","-3.468"
