name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,05/31/2005,05/31/2004,05/31/2003
MarketCap,"27,618,529,841","23,304,297,096","15,859,595,445","25,257,485,325","10,292,622,373","9,235,352,539","6,973,684,132","6,073,169,230","4,165,618,648","4,270,307,462","3,064,844,712","2,489,110,578","1,673,580,944","1,027,881,812","1,315,640,660","1,282,234,387","1,152,223,259","891,874,096","264,241,034","105,146,661","134,925,141","81,144,269"
EnterpriseValue,"31,176,797,841","27,152,374,096","20,225,213,445","30,366,031,325","9,995,315,373","9,193,064,539","6,831,371,132","6,129,484,230","4,263,315,648","4,303,320,462","2,816,232,712","2,303,116,578","1,487,586,944","861,794,812","1,171,273,660","1,137,867,387","1,157,295,259","868,119,096","173,724,034","27,221,661","90,898,141","69,785,269"
PeRatio,"45.242","45.51","33.901","99.263","32.443","25.899","23.239","21.734","16.899","21.765","20.075","27.494","28.917","25.162","15.208","13.841","15.146","16.452","19.534","7.88","5.873","5.396"
ForwardPeRatio,"22.472","18.762","15.576","27.473","24.213","22.472","19.121","18.832","14.409","16.584","15.361","19.57",,,,,,,,,,
PegRatio,"2.413","2.513","0.326","1.358","2.132","1.806","1.616","1.846","1.314","1.063","0.828","0.889",,,,,,,,,,
PsRatio,"3.41","2.919","2.093","4.312","3.777","3.396","2.99","3.56","2.59","3.079","2.215","1.93","1.511","1.117","1.475","1.466","1.37","1.459","0.786","0.328","0.474","0.411"
PbRatio,"2.989","2.601","1.927","3.17","6.015","6.148","5.226","5.379","4.134","4.947","3.031","2.913","2.184","1.475","1.969","2.241","2.525","2.296","0.929","0.451","0.652","0.642"
EnterprisesValueRevenueRatio,"3.839","3.344","2.613","5.54","3.573","3.276","2.632","3.486","2.558","2.732","1.873","1.724","1.334","0.911","1.301","1.282","1.338","1.376","0.381","0.083","0.306","0.309"
EnterprisesValueEBITDARatio,"20.492","17.847","15.02","50.152","21.694","18.306","15.385","15.248","11.437","12.638","10.999","13.655","13.283","12.432","9.17","8.078","8.895","9.837","2.768","0.852","1.995","2.165"
