name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"1,507,434,127","675,561,020","1,349,570,177","1,939,736,097","1,424,030,986","611,862,678","936,644,928","828,192,147","714,272,987","703,426,304","318,833,395","128,909,011","29,992,231"
EnterpriseValue,"1,632,429,127","446,396,020","1,250,861,177","1,612,248,097","1,180,414,986","407,194,678","672,961,928","569,230,147","484,226,987","511,896,304","364,334,308","129,782,387","30,865,607"
PeRatio,,,,,,,,,,"9.099",,,
PsRatio,"6.575","2.91","6.22","8.032","6.388","3.451","5.587","5.541","5.606","7.791","20.399",,
PbRatio,"76.103","2.422","13.43","6.311","4.725","2.488","2.936","2.724","2.333","2.417",,,
EnterprisesValueRevenueRatio,"8.024","1.924","5.862","7.288","6.084","2.362","4.137","3.793","3.821","6.128","25.806","-11.512","-355.435"
EnterprisesValueEBITDARatio,"-5.665","-1.368","-4.178","-8.741","-8.132","-3.798","-9.17","-15.752","-13.19","3.739","-4.897","-5.285","-1.024"
