name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2009,12/31/2008
MarketCap,"4,958,243,803","6,989,210,652","11,000,783,369","17,417,094,224","21,014,233,722","15,918,682,238","18,262,156,171","12,631,332,049","14,139,448,032","12,960,196,313","14,900,527,348","10,294,637,324","4,822,709,962","3,725,807,415","3,651,241,135"
EnterpriseValue,"16,116,924,456","16,577,125,047","19,150,589,589","24,800,071,586","28,322,337,476","22,163,205,814","17,479,095,960","16,602,372,220","18,153,735,276","16,854,807,521","17,990,808,645","13,342,554,122","8,414,305,797","4,527,557,663","4,295,421,668"
PeRatio,"61.592","79.745","10.225","14.992","25.989","15.583","22.856","19.489","19.119","23.101","15.297","26.142","56.477",,
ForwardPeRatio,"13.514","14.225","9.416","12.642","18.622","14.144","16.42","16","7.849","16.779","18.553","22.936","10.122",,
PegRatio,"0.239","0.438","2.458","1.981","2.935","1.704","1.455","2.745","0.942","1.092","0.787","0.919","0.412",,
PsRatio,"0.572","1.044","1.31","1.907","2.883","2.533","3.017","2.618","2.685","3.067","1.639","2.564","1.854",,
PbRatio,"0.642","0.855","1.302","1.919","2.981","2.648","3.661","2.942","3.167","3.77","4.582","3.41","1.693",,
EnterprisesValueRevenueRatio,"2.445","2.734","3.882","4.644","5.555","4.94","4.048","4.1","4.614","5.023","6.562","5.091","4.686","4.958","5.275"
EnterprisesValueEBITDARatio,"13.635","14.647","20.286","17.427","19.615","18.039","15.059","14.52","16.434","17.157","21.383","17.188","24.645","17.69","19.686"
