name,ttm,03/31/2024,03/31/2023,12/31/2021
MarketCap,"8,995,853,196","5,007,048,852","3,360,852,000","4,058,020,000"
EnterpriseValue,"11,769,853,196","7,533,048,852","5,677,852,000","4,866,020,000"
ForwardPeRatio,"16.835",,,
PsRatio,"0.584","0.302","0.181","0.213"
PbRatio,"8.447","4.217","1.835","0.747"
EnterprisesValueRevenueRatio,"0.769","0.458","0.304","0.256"
EnterprisesValueEBITDARatio,"9.546","7.905","9.202","-27.806"
