name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"14,527,365,216","15,441,218,829","10,658,994,671","13,654,516,328","11,024,978,956"
EnterpriseValue,"16,029,627,216","17,006,542,829","12,411,602,671","14,852,192,328","11,525,147,956"
PeRatio,"48.86","94.873","62.644","146.455","95.841"
ForwardPeRatio,"51.02","53.192","40.161","62.112","70.922"
PegRatio,"4.847","3.034","3.348",,
PsRatio,"13.225","14.372","11.215","16.539","13.534"
PbRatio,"16.447","22.331","20.534","36.028","1,537.011"
EnterprisesValueRevenueRatio,"13.049","13.844","11.293","15.39","14.379"
EnterprisesValueEBITDARatio,"54.023","57.315","40.711","94.211","54.633"
