name,ttm,07/31/2024,07/31/2023,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018
MarketCap,"218,423,271","230,205,802","227,356,480","254,017,496","323,299,106","267,815,431","304,453,923","299,340,631"
PeRatio,"18.369","29.039",,"10.616","44.559","7.652",,
PsRatio,"19.012","32.645",,"10.481","45.583","7.628",,
PbRatio,"0.845","0.885","0.843","0.777","1.018","0.824","0.996","0.923"
EnterprisesValueRevenueRatio,"19.012","37.129",,"10.481","45.082","7.64",,
