name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"4,643,207,155","4,629,291,378","3,967,350,467","3,996,633,994","2,810,647,491","2,155,352,897","1,289,586,361","1,332,332,928","1,367,173,958","1,673,238,328","2,165,535,550","1,653,317,226","1,003,075,822","685,060,138","606,112,454","373,921,739","146,019,118","475,304,585","790,077,414","540,689,025","448,913,430","580,857,030","280,769,637"
EnterpriseValue,"9,673,207,155","8,098,691,378","7,419,250,467","5,395,733,994","5,016,447,491","4,001,752,897","2,979,086,361","2,933,532,928","3,063,173,958","3,268,938,328","3,317,135,550","2,741,917,226","2,066,275,822","1,466,560,138","1,547,712,454","1,261,721,739","1,274,319,118","1,571,488,585","1,752,522,414","1,510,945,025","1,599,275,430","1,667,100,030","1,272,228,637"
PeRatio,"13.302","5.382","5.105","6.987","13.482","11.943","8.09","8.388","10.249","12.969","18.25","17.335","12.133","19.963","16.5","15.581",,"9.233","11.839","10.098","9.007","38.935","7.348"
ForwardPeRatio,"8.591","7.31","5.568","6.658","9.872","10.56",,"10.071","9.843","10.811","15.798","12.821","10.638","10.638","10.363",,,,,,,,
PegRatio,"0.774","0.724","0.317","0.304","0.409","1.647",,"10.829","1.469","1.426","1.445","0.98","0.67","0.501","0.443",,,,,,,,
PsRatio,"0.291","0.328","0.278","0.357","0.414","0.305","0.203","0.21","0.222","0.287","0.404","0.323","0.217","0.169","0.156","0.104","0.031","0.088","0.136","0.093","0.085","0.123","0.062"
PbRatio,"1.381","1.408","1.463","3.071","3.462","3.592","2.681","3.835","5.13","5.32","4.133","3.511","2.49","2.155","2.111","1.535","0.656","0.814","1.312","1.029","0.935","1.339","0.658"
EnterprisesValueRevenueRatio,"0.586","0.551","0.516","0.573","0.739","0.564","0.441","0.455","0.471","0.507","0.578","0.53","0.445","0.346","0.393","0.346","0.276","0.275","0.302","0.26","0.302","0.349","0.284"
EnterprisesValueEBITDARatio,"12.06","5.728","5.817","7.27","12.807","10.813","8.736","7.909","9.243","10.342","11.586","11.758","9.91","11.827","12.168","10.038","-3.563","7.489","8.301","8.165","9.658","13.015","7.91"
