name,ttm,10/31/2024,10/31/2023,10/31/2022,10/31/2021,10/31/2020,10/31/2019,10/31/2018,10/31/2017
MarketCap,"1,758,398,868","1,377,961,601","847,363,004","815,105,357","978,333,153","498,288,193","773,985,525","683,880,345","1,654,965,381"
EnterpriseValue,"1,851,798,868","1,576,561,601","1,053,563,004","1,071,705,357","1,236,833,153","897,488,193","1,172,785,525","1,110,880,345","1,940,950,381"
PeRatio,"7.146","5.995","34.732","124.909","29.058",,,"12.258","48.526"
ForwardPeRatio,"28.169",,"11.494","121.951","11.236","16.921","12.469","6.974","18.416"
PsRatio,"0.774","0.602","0.327","0.374","0.407","0.213","0.325","0.298","0.773"
PbRatio,"4.041","3.492","1.808","1.819","1.871","1.032","1.499","1.214","3.021"
EnterprisesValueRevenueRatio,"0.778","0.637","0.41","0.466","0.514","0.388","0.487","0.462","0.912"
EnterprisesValueEBITDARatio,"4.696","4.189","12.208","18.968","13.061","38.029","23.741","8.392","21.563"
