name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"2,137,560,772","1,907,060,128","1,648,482,626","1,599,991,598","1,075,919,064","1,198,401,615","729,679,478","1,449,088,273","826,718,501","619,296,612","989,667,778","1,042,987,792","529,587,980","470,861,286","405,294,832","366,498,268","267,590,299","693,719,205","946,018,168"
EnterpriseValue,"3,740,348,772","3,472,185,128","2,833,993,626","2,762,221,598","2,197,383,064","2,601,770,615","1,888,971,478","2,259,865,273","1,658,811,501","1,490,493,612","1,835,682,778","1,802,226,792","1,201,924,980","732,190,286","626,145,832","575,272,268","714,743,299","1,053,908,205","1,224,107,168"
PeRatio,"12.579","11.3","15.93","46.6","271","13.372","5.318","39.853","22.573","12.576","18.603","25.991","18.378",,,,"6.32","11.106","0.088"
ForwardPeRatio,"11.696","9.911","9.99","18.182","20.534","12.788","9.025","31.546","23.042","12.392","14.025","17.857","13.21","22.272","147.059",,,,
PegRatio,,,,,,,,,,,"0.638","0.811","0.601","1.114","5.896",,,,
PsRatio,"1.449","1.308","1.415","1.329","0.894","0.894","0.617","1.478","0.819","0.58","0.94","1.063","0.63","0.689","0.699","0.535","0.257","0.716","1.431"
PbRatio,"4.001","3.907","4.608","6.168","4.11","4.077","3.035","10.364","5.929","4.431","7.875","13.073","10.889","1.839","1.594","1.314","0.922","2.408","4.405"
EnterprisesValueRevenueRatio,"2.546","2.363","2.277","2.599","2.182","2.315","1.525","2.194","1.696","1.433","1.683","1.825","1.435","1.016","1.091","0.846","0.669","1.051","1.522"
EnterprisesValueEBITDARatio,"5.562","5.163","5.29","6.933","8.16","5.958","4.667","7.348","5.487","4.714","5.892","7.055","6.117","5.22","7.734","5.113","3.172","4.265","5.902"
