name,ttm,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992
MarketCap,"831,781,756","518,986,819","1,217,860,557","883,054,949","426,385,814","1,127,124,303","956,253,519","454,781,099","334,160,520","654,088,608","770,499,790","1,059,570,367","910,660,406","1,024,380,998","596,097,632","276,340,428","518,476,085","699,820,968","502,422,949","484,494,826","369,789,633","158,968,701","132,532,110","124,788,389","95,627,782","102,216,375","125,868,375","106,520,625","230,142,875","181,196,064","121,222,499","133,307,634","55,316,666"
PeRatio,"12.042","38.382","15.571","13.819","10.9","16.201","16.479","6.338","3.189","7.487","8.61","11.542","9.895","11.581","8.108","4.634","10.443","16.646","13.564","14.667","13.161","7.2","7.63","9.164","6.842","14.145","15.774","13.72","23.177","21.239","20.833","30.556","37.037"
ForwardPeRatio,"10.278","9.551","15.924","13.369","6.959",,,,,,"6.281","9.804","8.124","10.299",,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"0.571","0.891","0.542","0.936",,,,,,,,,,,,,,,,,,,
PsRatio,"1.564","0.852","2.315","1.734","0.814","1.945","1.785","0.894","0.6","1.262","1.549","2.13","1.865","2.217","1.399","0.734","1.654","2.761","2.216","2.421","2.165","1.09","1.081","1.189","0.977","1.197","1.626","1.572","3.733","3.345","2.571","3.395","1.541"
PbRatio,"2.044","1.443","2.975","2.461","1.087","1.894","1.964","1.078","0.921","2.089","2.345","2.907","1.937","2.315","1.557","0.952","2.213","3.605","2.388","2.554","2.362","1.37","1.425","1.659","1.402","1.869","2.661","2.731","5.402","5.061","4.506","6.348","3.332"
