name,ttm,12/31/2023,12/31/2022
MarketCap,"1,131,251,718","1,262,665,413","749,628,014"
EnterpriseValue,"1,043,980,718","1,221,442,413","749,628,014"
PbRatio,"12.51","23.917","15.123"
EnterprisesValueEBITDARatio,"-33.462","-39.15","-60.289"
