name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"4,545,046,588","4,721,175,019","3,694,527,601","4,116,397,172","3,805,944,439","3,723,857,105","3,007,934,284","3,297,097,122","3,208,176,750","2,420,645,433","2,409,755,094","1,917,333,890","1,539,968,220","1,346,727,467","1,094,466,976","991,669,504","787,623,976","1,459,292,552","1,129,638,226","365,561,471","344,869,312","256,890,391","162,879,439","130,084,921","79,312,771","69,110,593","54,616,196"
EnterpriseValue,"6,322,046,588","6,565,175,019","5,186,527,601","4,730,366,172","5,123,640,439","4,612,313,105","3,249,374,284","3,326,489,122","3,010,144,750","2,128,039,433","1,808,373,094","1,752,436,890","992,508,220","898,719,467","540,590,976","-19,814,496","-687,388,024","524,282,552","1,055,353,226","306,231,471","263,194,312","201,123,391","107,504,439","56,718,921","8,480,771","68,923,593","54,429,196"
PeRatio,"4.367","6.844",,"4.513","4.073","7.625","47.47","19.415","10.851","13.408","10.866","16.381","11.087","9.034","6.681","7.421","16.474","31.88","25.171","108.607","60.68","20.889","7.968","82.069","25.103","32.813","1.463"
ForwardPeRatio,,,,,,,,,,,,"12.739","6.423","8.929","6.676",,,,,,,,,,,,
PsRatio,"4.098","5.586",,"3.36","1.889","2.047","3.708","3.977","3.242","2.797","3.61","7.133","11.678","11.36","8.548","9.867","15.254","15.274","14.271","40.412","21.658","16.571","5.692","24.184","14.05","15.848","1.386"
PbRatio,"0.904","1.024","1.145","0.81","0.852","1.078","1.026","1.29","1.379","1.187","1.326","1.419","1.188","1.5","1.154","1.237","1.28","3.239","6.294","2.463","2.359","1.91","1.355","1.332","0.926","1.008","0.816"
EnterprisesValueRevenueRatio,"5.483","5.694","-4.811","6.896","2.049","1.469","5.579","3.136","2.675","2.444","2.621","4.197","6.087","9.086","3.962","-0.195","-13.721","5.447","12.884","5.945","4.497","12.057","3.569","10.576","0.75","15.74","1.344"
