name,ttm,12/31/2023
MarketCap,"99,080,659","107,993,790"
EnterpriseValue,"134,171,659","146,809,790"
PsRatio,"12.152","4.333"
PbRatio,"2.344","1.899"
EnterprisesValueRevenueRatio,"17.818","6.477"
EnterprisesValueEBITDARatio,,"-0.343"
