name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"751,683,672","1,169,710,814","917,070,385","1,259,164,510","1,772,518,113","1,858,997,066","1,665,809,593","2,485,686,956","2,249,569,681","1,925,638,080","5,503,182,089","6,961,182,608","9,063,600,562","4,383,613,374","4,066,146,469","3,186,310,253","1,261,394,186"
EnterpriseValue,"1,084,959,807","1,906,505,003","1,336,018,251","1,689,921,196","2,320,520,659","3,276,638,440","3,922,626,022","4,780,533,273","4,931,280,462","3,676,935,266","4,672,965,784","5,975,335,105","7,772,658,701","4,239,347,341","3,920,298,487","3,198,182,237","1,620,344,876"
PeRatio,"23.998"
PsRatio,"0.143","0.207",,,,,,,,,,,,,,,
PbRatio,"0.496","0.697",,,,,,,,,,,,,,,
EnterprisesValueRevenueRatio,"0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0","0.001","0","0"
EnterprisesValueEBITDARatio,"0.001","0.001","0.001","0.001","0.002","0.002","0.002","0.002","0.002","0.002","0.005","0.006","0.007","0.005","0.006","0.006","0.003"
