name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"1,069,212,950","900,864,338","310,536,214","885,914,193","618,029,325","319,058,857","740,987,555"
EnterpriseValue,"949,737,950","797,024,338","210,010,214","746,879,193","454,818,325","199,545,857","574,697,555"
ForwardPeRatio,"27.1","21.739",,"116.279",,,
PsRatio,"2.117","1.83","0.587","2.099","1.649","0.851","1.585"
PbRatio,"10.353","9.988","3.206","7.894","4.358","1.776","2.424"
EnterprisesValueRevenueRatio,"1.934","1.623","0.428","1.716","1.273","0.539","1.236"
EnterprisesValueEBITDARatio,"-46.919","-39.375","-4.03","-16.58","-4.805","-1.565","-13.614"
