name,ttm,12/31/2023,12/31/2022
MarketCap,"1,336,171,075","1,330,186,026","1,055,853,593"
EnterpriseValue,"1,882,825,075","1,857,003,026","1,537,192,593"
PeRatio,,"27.083",
ForwardPeRatio,"23.697","64.935",
PsRatio,"1.257","1.355",
PbRatio,"2.072","1.69","1.443"
EnterprisesValueRevenueRatio,"1.783","1.758","1.827"
EnterprisesValueEBITDARatio,"12.47","12.299","40.141"
