name,ttm,09/30/2023,09/30/2022,09/30/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"776,652,364","1,150,271,740","1,316,607,242","2,193,050,165","2,095,970,341","2,065,669,406","1,411,350,580","2,444,036,947","2,647,183,635","2,536,714,388","2,918,292,653","2,679,825,604","2,485,787,727","2,266,200,572","2,928,882,193","2,193,295,331","1,902,790,202","1,326,040,245","1,012,985,201","781,215,292","748,640,004","430,913,665"
EnterpriseValue,"1,652,052,364","1,813,271,740","2,155,307,242","3,319,550,165","3,407,470,341","3,450,869,406","2,715,450,580","3,734,536,947","3,427,583,635","3,041,114,388","3,325,692,653","3,035,425,604","2,867,987,727","2,626,500,572","3,324,482,193","2,670,495,331","2,363,890,202","1,920,740,245","1,576,885,201","1,347,515,292","1,322,040,004","1,031,613,665"
PeRatio,,"99.821","25.687","42.933","25.504","36.503","109.711","17","21.525","14.096","14.971","26.332","28.192","13.853","19.794","13.657","12.195","16.872","26.974","20.622","15.433","14.139"
ForwardPeRatio,"56.818","18.519","18.904","26.385","19.455","18.587",,"19.685","22.573","12.97","15.456","23.042","16.611","12.642","15.504",,,,,,,
PegRatio,"1.591",,,"1.618","0.858","0.774",,"3.125","3.601","6.151","1.157","1.513","1.57","1.025","1.823",,,,,,,
PsRatio,"0.648","0.894","1.178","1.482","1.441","1.398","0.963","1.81","2.688","2.039","2.355","2.646","2.628","1.959","2.736","2.274","1.666","1.575","1.398","1.058","1.109","0.808"
PbRatio,"1.689","2.144","4.376","11.753","6.467","4.495","2.657","3.267","3.967","4.091","4.737","5.102","4.937","5.563","8.421","9.831","29.501",,,,,
EnterprisesValueRevenueRatio,"1.384","1.505","1.732","3.968","3.391","3.18","2.515","2.737","3.012","2.768","2.593","2.687","3.045","2.375","3.11","2.773","2.024","2.24","2.387","1.815","1.902","1.718"
EnterprisesValueEBITDARatio,"15.644","9.697","12.937","19.078","13.902","14.051","11.884","13.443","10.655","9.676","8.53","11.454","14.783","9.281","12.317","8.71","7.625","10.995","9.776","7.137","5.915","7.25"
