name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009
MarketCap,"743,478,085","758,447,976","850,147,206","2,935,787,832","1,748,050,105","614,612,894","334,418,989","226,825,023","57,020,850","24,921,620","43,421,152","31,189,575","19,635,525","18,101,161","38,506,413","15,866,390","22,304,380"
EnterpriseValue,"729,001,085","730,535,976","770,715,206","2,730,313,832","1,664,934,782","540,717,567","320,449,971","212,856,005","55,202,499","20,657,177","44,300,787","32,733,622","20,482,068","16,100,116","31,719,486","14,829,351","26,027,731"
ForwardPeRatio,,,"55.249","192.308","140.845","217.391","222.222","78.125",,,,,,,,,
PsRatio,"3.172","3.187","3.634","12.091","41.816","17.171","17.408","15.533","5.774","2.191","12.069","10.299","20.777","35.125","39.164","82.841","633.999"
PbRatio,"1.607","1.478","1.555","4.595","14.563","5.571","11.518","12.435","15.424","4.995",,,,"38.924","6.473",,
EnterprisesValueRevenueRatio,"3.125","3.132","3.248","12.265","21.157","15.931","16.327","17.806","7.189","3.512","11.257","12.306","18.611","28.976","66.707","125.719","741.024"
EnterprisesValueEBITDARatio,"-10.986","-11.009","-124.57","-10.969","-81.98","-37.322","-37.225","-29.509","-4.383","-2.427","-8.205","-1.772","-3.463","-2.313","-6","9.7","-1.869"
