name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"6,583,346,435","6,673,592,275","4,924,780,928","3,503,339,277","2,247,221,823","2,646,492,672","4,496,853,132","7,224,557,385","7,313,420,714","6,564,444,550","9,011,657,593","12,949,798,907","9,537,020,878","8,525,630,120","11,689,930,969","8,054,260,749","8,144,182,161","12,922,787,670","7,188,572,226","6,728,434,486","4,608,172,212","3,254,524,429","2,245,273,016","2,995,991,141"
EnterpriseValue,"5,153,346,435","5,631,592,275","3,480,780,928","2,485,849,277","1,855,537,823","2,475,660,672","4,298,313,132","6,837,171,385","7,091,440,714","5,529,982,550","7,470,894,593","10,776,245,907","7,786,349,878","6,597,234,120","9,476,105,969","5,891,167,749","6,187,588,161","11,533,327,670","6,798,238,226","6,028,785,486","4,481,244,212","3,024,143,429","1,509,519,016","2,479,373,141"
PeRatio,"71.667","55.169","123.786",,,,"19.398","36.119","44.508","10.333","14.824","26.411","21.675","15.902","33.465","12.011","11.417","24.909","29.265","31.535","24.227","17.776","13.146","23.23"
ForwardPeRatio,"14.347","14.286","21.008","23.256","14.514","10.811",,"22.472","17.422","12.531","12.69","16.892","13.643","13.423","20",,,,,,,,,
PegRatio,"0.313","0.445","0.907",,,,,"2.251","1.76","2.366","1.275","1.975","1.775","1.059","1.739",,,,,,,,,
PsRatio,"0.383","0.373","0.417","0.249","0.167","0.143","0.235","0.374","0.403","0.369","0.438","0.471","0.359","0.398","0.575","0.37","0.369","0.795","0.504","0.553","0.481","0.363","0.225","0.33"
PbRatio,"3.393","3.545","2.99","2.193","1.991","1.697","1.478","2.201","2.355","2.144","2.532","3.414","2.854","2.576","3.343","2.437","3.049","5.682","3.936","4.381","3.45","3.009","2.54","3.796"
EnterprisesValueRevenueRatio,"0.333","0.364","0.253","0.176","0.131","0.16","0.228","0.462","0.373","0.305","0.347","0.394","0.282","0.282","0.455","0.268","0.277","0.691","0.483","0.458","0.478","0.343","0.152","0.276"
EnterprisesValueEBITDARatio,"11.477","12.543","9.257","-13.659","10.637","-4.098","6.325","19.73","8.42","5.754","5.235","7.634","7.993","5.41","12.456","4.433","4.675","15.268","13.494","15.212","11.703","8.78","4.546","9.605"
