name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"40,383,675,961","38,464,611,809","35,462,429,564","41,701,412,326","41,247,039,172","40,582,229,871"
EnterpriseValue,"53,843,675,961","51,654,611,809","48,005,429,564","55,219,412,326","55,965,039,172","58,009,229,871"
PeRatio,"69.561","29.804","6.519","7.347",,"15.194"
ForwardPeRatio,"18.587","14.535","12.195","9.099","20.619","12.804"
PegRatio,"0.772","4.891",,,,
PsRatio,"0.906","0.85","0.622","0.83","1.08","0.733"
PbRatio,"2.17","1.966","1.961","2.537","3.339","2.332"
EnterprisesValueRevenueRatio,"1.207","1.158","0.844","1.005","1.452","1.351"
EnterprisesValueEBITDARatio,"13.417","12.872","5.048","4.712","9.696","22.107"
